ACCIDENT_NO,SURFACE_COND_DESC,SURFACE_INDEX
T20120024082,Wet,2.0
T20120024085,Dry,1.0
T20120024086,Dry,1.0
T20120024087,Dry,1.0
T20120024089,Wet,2.0
T20120024090,Wet,2.0
T20120024091,Wet,2.0
T20120024092,Wet,2.0
T20120024094,Dry,1.0
T20120024095,Dry,1.0
T20120024098,Wet,2.0
T20120024099,Dry,1.0
T20120024103,Dry,1.0
T20120024105,Wet,2.0
T20120024107,Wet,2.0
T20120024110,Dry,1.0
T20120024112,Dry,1.0
T20120024116,Wet,2.0
T20120024118,Wet,2.0
T20120024119,Wet,2.0
T20120024121,Wet,2.0
T20120024122,Dry,1.0
T20120024123,Wet,2.0
T20120024127,Wet,2.0
T20120024129,Wet,2.0
T20120024131,Dry,1.0
T20120024133,Dry,1.0
T20120024136,Dry,1.0
T20120024137,Dry,1.0
T20120024140,Wet,2.0
T20120024143,Dry,1.0
T20120024145,Dry,1.0
T20120024146,Dry,1.0
T20120024147,Dry,1.0
T20120024149,Dry,1.0
T20120024152,Wet,2.0
T20120024153,Dry,1.0
T20120024155,Dry,1.0
T20120024156,Dry,1.0
T20120024157,Dry,1.0
T20120024158,Dry,1.0
T20120024160,Dry,1.0
T20120024164,Dry,1.0
T20120024165,Dry,1.0
T20120024167,Dry,1.0
T20120024168,Wet,2.0
T20120024170,Dry,1.0
T20120024173,Wet,2.0
T20120024176,Wet,2.0
T20120024178,Dry,1.0
T20120024179,Wet,2.0
T20120024184,Dry,1.0
T20120024186,Dry,1.0
T20120024187,Wet,2.0
T20120024188,Dry,1.0
T20120024189,Dry,1.0
T20120024193,Dry,1.0
T20120024194,Dry,1.0
T20120024195,Wet,2.0
T20120024196,Dry,1.0
T20120024197,Dry,1.0
T20120024201,Wet,2.0
T20120024203,Wet,2.0
T20120024206,Dry,1.0
T20120024209,Dry,1.0
T20120024212,Dry,1.0
T20120024216,Wet,2.0
T20120024218,Dry,1.0
T20120024219,Wet,2.0
T20120024220,Wet,2.0
T20120024221,Dry,1.0
T20120024222,Wet,2.0
T20120024224,Dry,1.0
T20120024226,Wet,2.0
T20120024227,Wet,2.0
T20120024230,Dry,1.0
T20120024231,Dry,1.0
T20120024237,Wet,2.0
T20120024239,Wet,2.0
T20120024244,Dry,1.0
T20120024245,Dry,1.0
T20120024246,Dry,1.0
T20120024249,Dry,1.0
T20120024252,Dry,1.0
T20120024254,Dry,1.0
T20120024258,Dry,1.0
T20120024261,Dry,1.0
T20120024262,Dry,1.0
T20120024264,Dry,1.0
T20120024266,Dry,1.0
T20120024270,Wet,2.0
T20120024272,Dry,1.0
T20120024274,Dry,1.0
T20120024277,Dry,1.0
T20120024278,Dry,1.0
T20120024279,Dry,1.0
T20120024280,Dry,1.0
T20120024282,Dry,1.0
T20120024284,Dry,1.0
T20120024291,Wet,2.0
T20120024292,Dry,1.0
T20120024295,Dry,1.0
T20120024301,Dry,1.0
T20120024309,Dry,1.0
T20120024310,Dry,1.0
T20120024312,Wet,2.0
T20120024313,Dry,1.0
T20120024316,Dry,1.0
T20120024317,Dry,1.0
T20120024321,Dry,1.0
T20120024323,Dry,1.0
T20120024324,Dry,1.0
T20120024325,Dry,1.0
T20120024326,Dry,1.0
T20120024331,Dry,1.0
T20120024332,Dry,1.0
T20120024336,Dry,1.0
T20120024338,Dry,1.0
T20120024339,Dry,1.0
T20120024340,Dry,1.0
T20120024344,Dry,1.0
T20120024345,Dry,1.0
T20120024346,Dry,1.0
T20120024349,Dry,1.0
T20120024350,Dry,1.0
T20120024352,Dry,1.0
T20120024354,Dry,1.0
T20120024355,Dry,1.0
T20120024357,Dry,1.0
T20120024358,Dry,1.0
T20120024359,Dry,1.0
T20120024360,Dry,1.0
T20120024364,Dry,1.0
T20120024366,Dry,1.0
T20120024370,Dry,1.0
T20120024372,Wet,2.0
T20120024374,Dry,1.0
T20120024375,Dry,1.0
T20120024376,Dry,1.0
T20120024382,Dry,1.0
T20120024383,Dry,1.0
T20120024384,Wet,2.0
T20120024387,Dry,1.0
T20120024388,Dry,1.0
T20120024390,Dry,1.0
T20120024391,Dry,1.0
T20120024392,Wet,2.0
T20120024394,Dry,1.0
T20120024400,Dry,1.0
T20120024403,Dry,1.0
T20120024405,Wet,2.0
T20120024408,Dry,1.0
T20120024409,Dry,1.0
T20120024410,Dry,1.0
T20120024412,Dry,1.0
T20120024414,Dry,1.0
T20120024415,Dry,1.0
T20120024416,Dry,1.0
T20120024423,Dry,1.0
T20120024424,Dry,1.0
T20120024426,Dry,1.0
T20120024427,Dry,1.0
T20120024429,Dry,1.0
T20120024432,Dry,1.0
T20120024433,Dry,1.0
T20120024438,Dry,1.0
T20120024439,Dry,1.0
T20120024443,Dry,1.0
T20120024444,Dry,1.0
T20120024445,Dry,1.0
T20120024446,Dry,1.0
T20120024448,Dry,1.0
T20120024449,Dry,1.0
T20120024451,Dry,1.0
T20120024452,Dry,1.0
T20120024461,Dry,1.0
T20120024463,Dry,1.0
T20120024464,Dry,1.0
T20120024466,Dry,1.0
T20120024468,Dry,1.0
T20120024470,Dry,1.0
T20120024472,Dry,1.0
T20120024475,Dry,1.0
T20120024477,Dry,1.0
T20120024481,Dry,1.0
T20120024483,Dry,1.0
T20120024484,Dry,1.0
T20120024486,Dry,1.0
T20120024488,Dry,1.0
T20120024492,Wet,2.0
T20120024493,Dry,1.0
T20120024496,Dry,1.0
T20120024497,Dry,1.0
T20120024499,Dry,1.0
T20120024509,Dry,1.0
T20120024510,Dry,1.0
T20120024511,Dry,1.0
T20120024516,Dry,1.0
T20120024518,Dry,1.0
T20120024519,Dry,1.0
T20120024521,Dry,1.0
T20120024522,Dry,1.0
T20120024524,Dry,1.0
T20120024525,Dry,1.0
T20120024527,Dry,1.0
T20120024528,Dry,1.0
T20120024531,Dry,1.0
T20120024534,Dry,1.0
T20120024535,Dry,1.0
T20120024540,Dry,1.0
T20120024542,Dry,1.0
T20120024543,Dry,1.0
T20120024544,Dry,1.0
T20120024545,Dry,1.0
T20120024547,Dry,1.0
T20120024553,Dry,1.0
T20120024555,Dry,1.0
T20120024556,Dry,1.0
T20120024557,Dry,1.0
T20120024558,Dry,1.0
T20120024559,Dry,1.0
T20120024560,Dry,1.0
T20120024564,Dry,1.0
T20120024566,Dry,1.0
T20120024570,Dry,1.0
T20120024572,Dry,1.0
T20120024574,Dry,1.0
T20120024577,Dry,1.0
T20120024583,Dry,1.0
T20120024584,Dry,1.0
T20120024585,Dry,1.0
T20120024588,Dry,1.0
T20120024589,Dry,1.0
T20120024591,Dry,1.0
T20120024596,"Snowy, Icy",4.67
T20120024597,Dry,1.0
T20120024599,Dry,1.0
T20120024603,Dry,1.0
T20120024605,Dry,1.0
T20120024606,Dry,1.0
T20120024608,Dry,1.0
T20120024612,Dry,1.0
T20120024613,Dry,1.0
T20120024614,Dry,1.0
T20120024616,Dry,1.0
T20120024619,Dry,1.0
T20120024620,Dry,1.0
T20120024621,Dry,1.0
T20120024624,Wet,2.0
T20120024625,Dry,1.0
T20120024626,Wet,2.0
T20120024627,Dry,1.0
T20120024628,Wet,2.0
T20120024630,Wet,2.0
T20120024639,Wet,2.0
T20120024640,Dry,1.0
T20120024641,Dry,1.0
T20120024642,Dry,1.0
T20120024648,Wet,2.0
T20120024649,Dry,1.0
T20120024650,Dry,1.0
T20120024651,Dry,1.0
T20120024654,Dry,1.0
T20120024656,Wet,2.0
T20120024658,Wet,2.0
T20120024659,Wet,2.0
T20120024661,Dry,1.0
T20120024662,Dry,1.0
T20120024664,Wet,2.0
T20120024665,Dry,1.0
T20120024667,Dry,1.0
T20120024670,Wet,2.0
T20120024673,Wet,2.0
T20120024674,Wet,2.0
T20120024675,Dry,1.0
T20120024677,Dry,1.0
T20120024678,Dry,1.0
T20120024680,Dry,1.0
T20120024682,Dry,1.0
T20120024683,Wet,2.0
T20120024684,Dry,1.0
T20120024690,Dry,1.0
T20120024693,Dry,1.0
T20120024697,Dry,1.0
T20120024699,Dry,1.0
T20120024700,Wet,2.0
T20120024701,Wet,2.0
T20120024703,Wet,2.0
T20120024704,Wet,2.0
T20120024705,Dry,1.0
T20120024709,Wet,2.0
T20120024710,Dry,1.0
T20120024712,Wet,2.0
T20120024714,Dry,1.0
T20120024715,Dry,1.0
T20120024716,Wet,2.0
T20120024718,Dry,1.0
T20120024722,Dry,1.0
T20120024723,Dry,1.0
T20120024725,Dry,1.0
T20120024726,Dry,1.0
T20120024729,Dry,1.0
T20120024731,Dry,1.0
T20120024732,Dry,1.0
T20120024733,Dry,1.0
T20120024734,Wet,2.0
T20120024735,Dry,1.0
T20120024738,Dry,1.0
T20120024739,Wet,2.0
T20120024740,Dry,1.0
T20120024741,Dry,1.0
T20120024743,Wet,2.0
T20120024744,Dry,1.0
T20120024745,Dry,1.0
T20120024748,Dry,1.0
T20120024750,Dry,1.0
T20120024751,Dry,1.0
T20120024753,Dry,1.0
T20120024757,Dry,1.0
T20120024758,Dry,1.0
T20120024759,Dry,1.0
T20120024760,Dry,1.0
T20120024761,Dry,1.0
T20120024763,Dry,1.0
T20120024764,Dry,1.0
T20120024771,Dry,1.0
T20120024772,Dry,1.0
T20120024773,Dry,1.0
T20120024778,Dry,1.0
T20120024779,Dry,1.0
T20120024780,Dry,1.0
T20120024785,Dry,1.0
T20120024798,Dry,1.0
T20120024799,Dry,1.0
T20120024802,Dry,1.0
T20120024807,Wet,2.0
T20120024810,Dry,1.0
T20120024812,Dry,1.0
T20120024814,Dry,1.0
T20120024815,Dry,1.0
T20120024816,Dry,1.0
T20120024818,Dry,1.0
T20120024819,Dry,1.0
T20120024822,Wet,2.0
T20120024824,Dry,1.0
T20120024826,Dry,1.0
T20120024827,Dry,1.0
T20120024832,Dry,1.0
T20120024833,Dry,1.0
T20120024836,Dry,1.0
T20120024837,Dry,1.0
T20120024839,Dry,1.0
T20120024841,Dry,1.0
T20120024846,Dry,1.0
T20120024849,Dry,1.0
T20120024850,Dry,1.0
T20120024854,Dry,1.0
T20120024857,Dry,1.0
T20120024859,Dry,1.0
T20120024861,Dry,1.0
T20120024862,Dry,1.0
T20120024863,Dry,1.0
T20120024866,Dry,1.0
T20120024867,Dry,1.0
T20120024870,Dry,1.0
T20120024874,Dry,1.0
T20120024876,Dry,1.0
T20120024877,Dry,1.0
T20120024879,Dry,1.0
T20120024883,Dry,1.0
T20120024885,Dry,1.0
T20120024886,Dry,1.0
T20120024888,Dry,1.0
T20120024889,Dry,1.0
T20120024892,Dry,1.0
T20120024894,Dry,1.0
T20120024895,Dry,1.0
T20120024898,Dry,1.0
T20120024899,Dry,1.0
T20120024900,Dry,1.0
T20120024906,Dry,1.0
T20120024907,Dry,1.0
T20120024908,Dry,1.0
T20120024910,Dry,1.0
T20120024913,Dry,1.0
T20120024916,Dry,1.0
T20120024923,Dry,1.0
T20120024924,Dry,1.0
T20120024925,Dry,1.0
T20120024928,Dry,1.0
T20120024931,Dry,1.0
T20120024934,Dry,1.0
T20120024937,Dry,1.0
T20120024941,Dry,1.0
T20120024942,Dry,1.0
T20120024943,Dry,1.0
T20120024944,Dry,1.0
T20120024950,Dry,1.0
T20120024951,Dry,1.0
T20120024954,Dry,1.0
T20120024956,Dry,1.0
T20120024958,Dry,1.0
T20120024959,Dry,1.0
T20120024960,Dry,1.0
T20120024965,Dry,1.0
T20120024970,Dry,1.0
T20120024974,Dry,1.0
T20120024979,Dry,1.0
T20120024982,Dry,1.0
T20120024983,Dry,1.0
T20120024990,Dry,1.0
T20120024991,Dry,1.0
T20120024994,Dry,1.0
T20120024996,Dry,1.0
T20120025001,Dry,1.0
T20120025004,Dry,1.0
T20120025005,Dry,1.0
T20120025007,Dry,1.0
T20120025008,Dry,1.0
T20120025014,Dry,1.0
T20120025016,Dry,1.0
T20120025022,Wet,2.0
T20120025023,Wet,2.0
T20120025026,Wet,2.0
T20120025027,Wet,2.0
T20120025030,Wet,2.0
T20120025031,Wet,2.0
T20120025032,Wet,2.0
T20120025033,Wet,2.0
T20120025035,Dry,1.0
T20120025036,Dry,1.0
T20120025038,Dry,1.0
T20120025041,Dry,1.0
T20120025042,Dry,1.0
T20120025043,Dry,1.0
T20120025044,Dry,1.0
T20120025045,Dry,1.0
T20120025046,Dry,1.0
T20120025047,Dry,1.0
T20120025048,Dry,1.0
T20120025053,Dry,1.0
T20120025054,Dry,1.0
T20120025057,Dry,1.0
T20120025058,Dry,1.0
T20120025059,Wet,2.0
T20120025062,Dry,1.0
T20120025063,Dry,1.0
T20120025064,Dry,1.0
T20120025065,Dry,1.0
T20120025067,Dry,1.0
T20120025068,Dry,1.0
T20120025070,Dry,1.0
T20120025071,Dry,1.0
T20120025075,Dry,1.0
T20120025076,Dry,1.0
T20120025077,Dry,1.0
T20120025078,Dry,1.0
T20120025084,Dry,1.0
T20120025085,Dry,1.0
T20120025088,Dry,1.0
T20120025089,Dry,1.0
T20120025090,Dry,1.0
T20120025094,Dry,1.0
T20120025100,Dry,1.0
T20120025102,Dry,1.0
T20120025104,"Dry, Wet",1.67
T20120025105,Dry,1.0
T20120025106,Dry,1.0
T20120025108,Dry,1.0
T20120025109,Dry,1.0
T20120025111,Dry,1.0
T20120025113,Dry,1.0
T20120025115,Dry,1.0
T20120025116,Dry,1.0
T20120025119,Dry,1.0
T20120025120,Wet,2.0
T20120025122,Dry,1.0
T20120025124,Dry,1.0
T20120025125,Dry,1.0
T20120025126,Dry,1.0
T20120025128,Dry,1.0
T20120025129,Wet,2.0
T20120025130,Dry,1.0
T20120025132,Wet,2.0
T20120025133,Wet,2.0
T20120025142,Wet,2.0
T20120025143,Dry,1.0
T20120025144,Dry,1.0
T20120025146,Dry,1.0
T20120025147,Wet,2.0
T20120025152,Dry,1.0
T20120025154,Dry,1.0
T20120025155,Dry,1.0
T20120025156,Wet,2.0
T20120025157,Wet,2.0
T20120025158,Dry,1.0
T20120025159,Dry,1.0
T20120025160,Dry,1.0
T20120025163,Dry,1.0
T20120025164,Dry,1.0
T20120025169,Dry,1.0
T20120025171,Dry,1.0
T20120025173,Wet,2.0
T20120025175,Dry,1.0
T20120025178,Dry,1.0
T20120025188,Dry,1.0
T20120025191,Dry,1.0
T20120025192,Dry,1.0
T20120025193,Dry,1.0
T20120025195,Dry,1.0
T20120025203,Dry,1.0
T20120025207,Dry,1.0
T20120025208,Dry,1.0
T20120025209,Dry,1.0
T20120025210,Dry,1.0
T20120025211,Dry,1.0
T20120025216,Dry,1.0
T20120025217,Wet,2.0
T20120025220,Dry,1.0
T20120025223,Dry,1.0
T20120025226,Dry,1.0
T20120025229,Wet,2.0
T20120025230,Dry,1.0
T20120025231,Wet,2.0
T20120025233,Dry,1.0
T20120025237,Dry,1.0
T20120025238,Muddy,3.0
T20120025239,Dry,1.0
T20120025241,Dry,1.0
T20120025243,Dry,1.0
T20120025244,Dry,1.0
T20120025245,Dry,1.0
T20120025246,Wet,2.0
T20120025247,Wet,2.0
T20120025248,Dry,1.0
T20120025255,Wet,2.0
T20120025256,Wet,2.0
T20120025258,Dry,1.0
T20120025259,Dry,1.0
T20120025263,Dry,1.0
T20120025266,Dry,1.0
T20120025267,Dry,1.0
T20120025269,Dry,1.0
T20120025271,Dry,1.0
T20120025275,Dry,1.0
T20120025276,Dry,1.0
T20120025278,Dry,1.0
T20120025279,Dry,1.0
T20120025283,Dry,1.0
T20120025286,Dry,1.0
T20120025287,Dry,1.0
T20120025289,Dry,1.0
T20120025290,Wet,2.0
T20120025293,Dry,1.0
T20120025297,Dry,1.0
T20120025298,Dry,1.0
T20120025301,Dry,1.0
T20120025303,Dry,1.0
T20120025308,Dry,1.0
T20120025311,Dry,1.0
T20120025312,Dry,1.0
T20120025313,Dry,1.0
T20120025315,Dry,1.0
T20120025316,Dry,1.0
T20120025317,Dry,1.0
T20120025319,Dry,1.0
T20120025321,Dry,1.0
T20120025323,Dry,1.0
T20120025324,Dry,1.0
T20120025325,Dry,1.0
T20120025326,Dry,1.0
T20120025327,Dry,1.0
T20120025330,Dry,1.0
T20120025331,Dry,1.0
T20120025332,Dry,1.0
T20120025334,Dry,1.0
T20120025335,Dry,1.0
T20120025336,Dry,1.0
T20120025338,Dry,1.0
T20120025339,Dry,1.0
T20120025342,Dry,1.0
T20120025343,Dry,1.0
T20120025345,Dry,1.0
T20120025346,Dry,1.0
T20120025348,Dry,1.0
T20120025359,Dry,1.0
T20120025360,Dry,1.0
T20120025362,Dry,1.0
T20120025363,Dry,1.0
T20120025364,Dry,1.0
T20120025367,Dry,1.0
T20120025369,Dry,1.0
T20120025370,Dry,1.0
T20120025372,Dry,1.0
T20120025375,Dry,1.0
T20120025377,Dry,1.0
T20120025379,Dry,1.0
T20120025380,Dry,1.0
T20120025381,Dry,1.0
T20120025383,Dry,1.0
T20120025384,Dry,1.0
T20120025387,Dry,1.0
T20120025388,Dry,1.0
T20120025392,Dry,1.0
T20120025393,Dry,1.0
T20120025395,Dry,1.0
T20120025397,Dry,1.0
T20120025398,Dry,1.0
T20120025400,Dry,1.0
T20120025401,Wet,2.0
T20120025403,Dry,1.0
T20120025404,Dry,1.0
T20120025406,Dry,1.0
T20120025407,Dry,1.0
T20120025409,Dry,1.0
T20120025413,Dry,1.0
T20120025414,Dry,1.0
T20120025415,Dry,1.0
T20120025420,Dry,1.0
T20120025422,Dry,1.0
T20120025423,Dry,1.0
T20120025429,Dry,1.0
T20120025430,Dry,1.0
T20120025431,Dry,1.0
T20120025434,Dry,1.0
T20120025436,Dry,1.0
T20120025437,Dry,1.0
T20120025438,Dry,1.0
T20120025440,Dry,1.0
T20120025442,Dry,1.0
T20120025443,Dry,1.0
T20120025445,Dry,1.0
T20120025446,Dry,1.0
T20120025448,Dry,1.0
T20120025452,Dry,1.0
T20120025453,Dry,1.0
T20120025454,Dry,1.0
T20120025455,Dry,1.0
T20120025456,Dry,1.0
T20120025459,Dry,1.0
T20120025461,Dry,1.0
T20120025462,Dry,1.0
T20120025463,Dry,1.0
T20120025464,Dry,1.0
T20120025465,Dry,1.0
T20120025468,Dry,1.0
T20120025471,Dry,1.0
T20120025472,Dry,1.0
T20120025473,Dry,1.0
T20120025475,Dry,1.0
T20120025481,Dry,1.0
T20120025489,Dry,1.0
T20120025490,Dry,1.0
T20120025491,Dry,1.0
T20120025492,Wet,2.0
T20120025493,Wet,2.0
T20120025494,Dry,1.0
T20120025496,Dry,1.0
T20120025498,Dry,1.0
T20120025501,Dry,1.0
T20120025505,Dry,1.0
T20120025506,Dry,1.0
T20120025507,Dry,1.0
T20120025508,Dry,1.0
T20120025511,Dry,1.0
T20120025513,Dry,1.0
T20120025514,Dry,1.0
T20120025516,Dry,1.0
T20120025518,Dry,1.0
T20120025519,Dry,1.0
T20120025521,Dry,1.0
T20120025524,Dry,1.0
T20120025526,Dry,1.0
T20120025527,Dry,1.0
T20120025528,Dry,1.0
T20120025529,Dry,1.0
T20120025531,Dry,1.0
T20120025533,Dry,1.0
T20120025534,Dry,1.0
T20120025535,Dry,1.0
T20120025538,Dry,1.0
T20120025539,Dry,1.0
T20120025540,Dry,1.0
T20120025542,Dry,1.0
T20120025544,Dry,1.0
T20120025545,Dry,1.0
T20120025548,Dry,1.0
T20120025549,Dry,1.0
T20120025552,Dry,1.0
T20120025553,Dry,1.0
T20120025554,Dry,1.0
T20120025556,Dry,1.0
T20120025557,Dry,1.0
T20120025558,Dry,1.0
T20120025559,Dry,1.0
T20120025567,Dry,1.0
T20120025569,Wet,2.0
T20120025576,Dry,1.0
T20120025578,Dry,1.0
T20120025579,Dry,1.0
T20120025580,Dry,1.0
T20120025581,Dry,1.0
T20120025582,Dry,1.0
T20120025583,Dry,1.0
T20120025585,Dry,1.0
T20120025590,Dry,1.0
T20120025591,Dry,1.0
T20120025592,Dry,1.0
T20120025601,Dry,1.0
T20120025604,Dry,1.0
T20120025607,Dry,1.0
T20120025608,Dry,1.0
T20120025609,Dry,1.0
T20120025610,Dry,1.0
T20120025611,Dry,1.0
T20120025613,Wet,2.0
T20120025614,Dry,1.0
T20120025615,Dry,1.0
T20120025616,Dry,1.0
T20120025618,Dry,1.0
T20120025621,Dry,1.0
T20120025622,Dry,1.0
T20120025625,Dry,1.0
T20120025626,Dry,1.0
T20120025627,Dry,1.0
T20120025629,Dry,1.0
T20120025635,Dry,1.0
T20120025639,Dry,1.0
T20120025640,Dry,1.0
T20120025642,Dry,1.0
T20120025643,Dry,1.0
T20120025644,Dry,1.0
T20120025646,Dry,1.0
T20120025648,Dry,1.0
T20120025652,Dry,1.0
T20120025654,Dry,1.0
T20120025656,Dry,1.0
T20120025658,Dry,1.0
T20120025659,Dry,1.0
T20120025661,Dry,1.0
T20120025663,Wet,2.0
T20120025664,Dry,1.0
T20120025668,Dry,1.0
T20120025670,Dry,1.0
T20120025673,Dry,1.0
T20120025674,Dry,1.0
T20120025676,Dry,1.0
T20120025677,Dry,1.0
T20120025679,Dry,1.0
T20120025680,Dry,1.0
T20120025682,Dry,1.0
T20120025684,Dry,1.0
T20120025685,Dry,1.0
T20120025688,Dry,1.0
T20120025692,Dry,1.0
T20120025693,Dry,1.0
T20120025699,Dry,1.0
T20120025707,Dry,1.0
T20120025708,Dry,1.0
T20120025709,Dry,1.0
T20120025710,Dry,1.0
T20120025711,Dry,1.0
T20120025714,Dry,1.0
T20120025715,Dry,1.0
T20120025717,Wet,2.0
T20120025718,Dry,1.0
T20120025719,Dry,1.0
T20120025722,Dry,1.0
T20120025723,Dry,1.0
T20120025725,Dry,1.0
T20120025727,Wet,2.0
T20120025728,Dry,1.0
T20120025729,Wet,2.0
T20120025730,Dry,1.0
T20120025732,Wet,2.0
T20120025736,Dry,1.0
T20120025739,Dry,1.0
T20120025740,Dry,1.0
T20120025741,Dry,1.0
T20120025742,Dry,1.0
T20120025744,Dry,1.0
T20120025746,Dry,1.0
T20120025747,Dry,1.0
T20120025748,Dry,1.0
T20120025749,Dry,1.0
T20120025750,Dry,1.0
T20120025751,Dry,1.0
T20120025752,Dry,1.0
T20120025755,Dry,1.0
T20120025756,Dry,1.0
T20120025758,Dry,1.0
T20120025759,Dry,1.0
T20120025760,Dry,1.0
T20120025765,Dry,1.0
T20120025770,Dry,1.0
T20120025773,Dry,1.0
T20120025775,Dry,1.0
T20120025777,Dry,1.0
T20120025781,Dry,1.0
T20120025782,Dry,1.0
T20120025783,Dry,1.0
T20120025785,Dry,1.0
T20120025789,Dry,1.0
T20120025792,Dry,1.0
T20120025794,Dry,1.0
T20120025795,Dry,1.0
T20120025796,Dry,1.0
T20120025797,Dry,1.0
T20120025798,Dry,1.0
T20120025799,Dry,1.0
T20120025800,Wet,2.0
T20120025803,Dry,1.0
T20120025804,Dry,1.0
T20120025806,Dry,1.0
T20120025807,Dry,1.0
T20120025808,Dry,1.0
T20120025809,Dry,1.0
T20120025813,Dry,1.0
T20120025814,Dry,1.0
T20120025815,Dry,1.0
T20120025816,Dry,1.0
T20120025821,Dry,1.0
T20120025823,Dry,1.0
T20120025824,Dry,1.0
T20120025825,Dry,1.0
T20120025828,Dry,1.0
T20120025829,Dry,1.0
T20120025830,Dry,1.0
T20120025832,Dry,1.0
T20120025835,Dry,1.0
T20120025837,Dry,1.0
T20120025838,Dry,1.0
T20120025840,Dry,1.0
T20120025841,Dry,1.0
T20120025843,Dry,1.0
T20120025844,Dry,1.0
T20120025845,Dry,1.0
T20120025846,Dry,1.0
T20120025847,Dry,1.0
T20120025849,Dry,1.0
T20120025851,Dry,1.0
T20120025855,Dry,1.0
T20120025857,Dry,1.0
T20120025861,Dry,1.0
T20120025868,Dry,1.0
T20120025869,Wet,2.0
T20120025871,Dry,1.0
T20120025872,Dry,1.0
T20120025873,Wet,2.0
T20120025879,Dry,1.0
T20120025881,Dry,1.0
T20120025882,Dry,1.0
T20120025884,Dry,1.0
T20120025886,Dry,1.0
T20120025887,Dry,1.0
T20120025888,Dry,1.0
T20120025889,Dry,1.0
T20120025892,Dry,1.0
T20120025893,Dry,1.0
T20120025898,Wet,2.0
T20120025900,Dry,1.0
T20120025901,Dry,1.0
T20120025902,Dry,1.0
T20120025903,Dry,1.0
T20120025904,Dry,1.0
T20120025907,Dry,1.0
T20120025908,Dry,1.0
T20120025909,Dry,1.0
T20120025910,Dry,1.0
T20120025916,Dry,1.0
T20120025924,Dry,1.0
T20120025927,Dry,1.0
T20120025932,Wet,2.0
T20120025937,Dry,1.0
T20120025940,Dry,1.0
T20120025944,Dry,1.0
T20120025946,Dry,1.0
T20120025950,Dry,1.0
T20120025951,Dry,1.0
T20120025953,Dry,1.0
T20120025956,Dry,1.0
T20120025958,Dry,1.0
T20120025960,Dry,1.0
T20120025961,Dry,1.0
T20120025968,Dry,1.0
T20120025969,Dry,1.0
T20120025972,Dry,1.0
T20120025978,Dry,1.0
T20120025980,Dry,1.0
T20120025981,Dry,1.0
T20120025982,Dry,1.0
T20120025984,Dry,1.0
T20120025990,Dry,1.0
T20120025991,Dry,1.0
T20120025992,Dry,1.0
T20120025993,Dry,1.0
T20120025997,Dry,1.0
T20120026000,Dry,1.0
T20120026001,Dry,1.0
T20120026002,Dry,1.0
T20120026003,Dry,1.0
T20120026005,Dry,1.0
T20120026007,Dry,1.0
T20120026008,Dry,1.0
T20120026010,Dry,1.0
T20120026011,Wet,2.0
T20120026013,Dry,1.0
T20120026014,Dry,1.0
T20120026019,Dry,1.0
T20120026020,Dry,1.0
T20120026022,Dry,1.0
T20120026023,Dry,1.0
T20120026024,Dry,1.0
T20120026027,Dry,1.0
T20120026029,Dry,1.0
T20120026031,Dry,1.0
T20120026032,Dry,1.0
T20120026034,Dry,1.0
T20120026038,Dry,1.0
T20120026041,Dry,1.0
T20120026047,Dry,1.0
T20120026049,Dry,1.0
T20120026050,Dry,1.0
T20120026053,Dry,1.0
T20120026055,Dry,1.0
T20120026057,Dry,1.0
T20120026058,Dry,1.0
T20120026060,Dry,1.0
T20120026061,Dry,1.0
T20120026069,Dry,1.0
T20120026070,Dry,1.0
T20120026072,Dry,1.0
T20120026075,Dry,1.0
T20120026076,Dry,1.0
T20120026077,Dry,1.0
T20120026078,Dry,1.0
T20120026079,Dry,1.0
T20120026081,Dry,1.0
T20120026083,Dry,1.0
T20120026084,Dry,1.0
T20120026087,Dry,1.0
T20120026088,Dry,1.0
T20120026089,Dry,1.0
T20120026090,Dry,1.0
T20120026091,Dry,1.0
T20120026095,Dry,1.0
T20120026097,Dry,1.0
T20120026099,Dry,1.0
T20120026101,Dry,1.0
T20120026105,Dry,1.0
T20120026109,Dry,1.0
T20120026111,Dry,1.0
T20120026112,Dry,1.0
T20120026116,Dry,1.0
T20120026119,Dry,1.0
T20120026120,Dry,1.0
T20120026121,Dry,1.0
T20120026123,Dry,1.0
T20120026125,Dry,1.0
T20120026128,Dry,1.0
T20120026130,Dry,1.0
T20120026132,Dry,1.0
T20120026134,Dry,1.0
T20120026135,Dry,1.0
T20120026137,Dry,1.0
T20120026138,Dry,1.0
T20120026139,Dry,1.0
T20120026141,Dry,1.0
T20120026147,Dry,1.0
T20120026148,Dry,1.0
T20120026149,Dry,1.0
T20120026152,Dry,1.0
T20120026154,Dry,1.0
T20120026155,Dry,1.0
T20120026158,Dry,1.0
T20120026161,Dry,1.0
T20120026163,Dry,1.0
T20120026167,Dry,1.0
T20120026168,Dry,1.0
T20120026169,Dry,1.0
T20120026171,Dry,1.0
T20120026173,Dry,1.0
T20120026174,Dry,1.0
T20120026175,Dry,1.0
T20120026177,Dry,1.0
T20120026178,Dry,1.0
T20120026181,Dry,1.0
T20120026183,Dry,1.0
T20120026184,"Wet, Muddy",2.67
T20120026186,Dry,1.0
T20120026187,Dry,1.0
T20120026192,Dry,1.0
T20120026193,Dry,1.0
T20120026195,Dry,1.0
T20120026197,Dry,1.0
T20120026198,Dry,1.0
